DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
3380;55.73;252.82;0.05;4.9;41.76;2425.25;0.27;2.98
3381;55.39;465.25;0.08;4.1;74.99;800.83;0.28;2.98
3382;51.46;153.72;0.05;4.81;77.49;119.6;0.02;5.98
3383;61.0;95.22;0.06;4.5;32.25;898.47;0.26;3.75
3384;49.96;235.42;0.06;4.36;42.79;2454.96;0.28;3.16
3385;57.15;240.59;0.05;4.64;41.76;2462.45;0.26;3.78
3386;59.87;226.87;0.04;4.91;35.95;1640.61;0.26;3.85
3387;55.9;435.63;0.06;4.69;38.06;3195.09;0.26;3.96
3388;57.49;410.43;0.07;4.5;36.54;1967.94;0.26;3.96
3389;53.82;261.16;0.06;4.4;44.42;1747.24;0.27;3.58
3390;56.35;386.32;0.09;4.02;48.08;2498.72;0.26;3.56
3391;57.84;404.11;0.07;4.14;54.1;3521.26;0.23;3.56
3392;58.95;370.38;0.07;4.17;49.18;2392.0;0.27;3.65
3393;66.92;406.45;0.04;5.04;75.77;548.27;0.26;4.01
3394;58.48;445.45;0.08;4.1;46.01;3077.14;0.27;3.29
3395;56.54;454.64;0.08;4.24;47.71;2726.8;0.26;3.81
3396;55.47;346.2;0.08;4.24;29.91;1510.1;0.26;3.71
3397;55.87;214.09;0.04;4.97;48.04;2138.4;0.29;3.3
3398;45.58;201.79;0.12;4.05;52.37;2324.43;0.28;2.73
3399;56.99;499.16;0.06;4.35;38.33;3165.44;0.25;4.1
3400;68.21;298.1;0.04;4.89;90.69;478.86;0.03;5.86
3401;55.8;230.47;0.05;4.85;36.19;1580.35;0.26;3.87
3402;50.61;235.57;0.11;4.2;76.19;515.22;0.29;3.13
3403;58.7;365.16;0.1;4.28;39.74;1736.77;0.26;3.56
3404;56.48;215.65;0.05;4.7;35.82;1307.85;0.25;4.07
3405;59.98;296.35;0.06;4.35;43.3;2405.7;0.26;3.72
3406;59.33;344.6;0.06;4.41;48.74;2853.74;0.37;2.13
3407;57.72;209.77;0.04;5.14;40.76;1849.29;0.26;3.96
3408;59.99;169.91;0.06;4.42;49.5;2232.19;0.27;3.05
3409;52.34;238.35;0.05;5.06;76.35;670.91;0.28;3.32
3410;56.59;273.17;0.05;4.72;45.9;2387.26;0.26;3.71
3411;57.39;214.63;0.08;4.17;85.43;1155.04;0.28;3.13
3412;57.39;230.9;0.05;4.74;44.78;2161.96;0.28;3.3
3413;61.14;328.3;0.07;4.63;42.09;2440.55;0.26;3.87
3414;51.54;251.76;0.07;4.36;63.5;4010.98;0.5;1.0
3415;59.75;229.78;0.05;4.94;46.15;2617.36;0.26;3.92
3416;58.7;218.57;0.05;4.89;48.06;2069.19;0.27;3.01
3417;61.69;412.17;0.05;4.58;37.31;2493.66;0.25;4.03
3418;61.95;438.78;0.06;4.6;46.89;3169.5;0.26;3.71
3419;53.35;381.95;0.09;4.12;48.41;2245.91;0.26;3.41
3420;60.52;426.39;0.06;4.35;47.23;3142.72;0.26;3.6
3421;55.0;391.44;0.08;4.37;80.54;937.25;0.28;3.15
3422;57.54;321.52;0.06;4.56;41.01;2770.78;0.26;3.68
3423;54.35;437.1;0.12;3.81;71.92;422.5;0.27;3.29
3424;52.13;223.78;0.07;4.36;50.47;2478.91;0.48;1.11
3425;58.36;505.11;0.05;4.72;48.57;4949.41;0.27;3.17
3426;60.7;394.84;0.06;4.54;45.25;2799.34;0.27;3.55
3427;54.75;228.58;0.1;4.2;49.1;1375.7;0.26;3.28
3428;55.24;348.75;0.07;4.37;43.78;2618.18;0.26;3.78
3429;55.84;168.34;0.05;4.9;45.29;1946.05;0.23;3.17
3430;54.83;269.87;0.07;4.41;46.59;1854.94;0.31;2.42
3431;59.9;345.85;0.06;4.35;88.07;1634.9;0.31;2.13
3432;53.55;252.35;0.06;4.62;52.89;2162.68;0.26;3.58
3433;54.06;237.12;0.08;3.98;40.76;1944.93;0.27;3.37
3434;55.94;308.96;0.09;4.04;45.82;1966.33;0.3;2.72
3435;63.46;332.29;0.04;5.11;38.96;2019.74;0.26;3.71
3436;49.23;271.85;0.1;4.04;82.46;977.25;0.3;2.88
3437;55.87;280.42;0.07;4.12;49.91;2964.38;0.26;3.73
3438;57.02;290.53;0.04;5.04;29.24;1918.47;0.25;4.06
3439;47.99;218.71;0.13;3.64;84.61;743.2;0.3;2.59
3440;54.24;237.51;0.06;4.53;52.18;2440.97;0.26;3.32
3441;59.61;314.54;0.05;4.61;32.18;2239.42;0.25;4.0
3442;51.01;383.22;0.08;4.08;53.64;3480.52;0.29;2.95
3443;61.01;362.61;0.08;4.22;38.6;2217.7;0.27;3.35
3444;59.41;388.47;0.08;4.15;48.5;2290.71;0.26;3.41
3445;36.0;0.0;1.0;0.0;49.34;430.65;0.28;2.67
3446;53.16;258.85;0.07;4.21;42.14;1782.33;0.25;4.01
3447;55.39;201.3;0.06;4.52;36.87;1437.51;0.26;3.74
3448;56.57;138.72;0.05;4.86;75.85;568.41;0.33;1.93
3449;54.94;303.34;0.08;4.38;45.88;2409.96;0.36;1.85
3450;59.26;103.39;0.06;4.47;45.38;1549.65;0.26;3.75
3451;53.34;372.63;0.09;4.09;48.11;2104.89;0.27;2.87
3452;53.15;382.64;0.07;4.4;48.2;2838.89;0.34;2.03
3453;57.89;386.63;0.08;3.93;50.23;2088.44;0.26;3.38
3454;57.23;465.22;0.06;4.66;44.46;4934.08;0.43;1.42
3455;60.31;671.38;0.07;4.25;80.47;706.04;0.27;3.41
3456;56.74;384.01;0.06;4.55;43.54;3228.52;0.29;2.91
3457;61.28;681.9;0.07;4.22;41.5;4046.19;0.5;1.0
3458;53.79;162.45;0.05;4.75;36.24;1652.22;0.26;3.66
3459;54.24;296.43;0.08;4.36;39.75;1621.53;0.27;3.18
3460;57.67;355.47;0.08;4.08;44.91;2203.52;0.3;2.4
3461;52.96;332.16;0.06;4.44;48.82;2989.94;0.29;2.43
3462;61.45;470.96;0.07;4.26;81.63;317.52;0.02;5.91
3463;59.88;246.08;0.05;4.69;41.68;1816.7;0.26;4.03
3464;53.04;490.33;0.09;3.99;31.04;2232.96;0.26;3.31
3465;50.11;461.03;0.08;4.46;42.41;2220.93;0.27;3.34
3466;58.07;305.52;0.06;4.51;42.78;1697.3;0.26;3.77
3467;62.65;215.49;0.05;4.71;46.17;2159.9;0.26;3.84
3468;58.87;284.33;0.07;4.59;43.8;1846.8;0.28;2.93
3469;53.35;283.76;0.06;4.65;40.93;1763.89;0.26;3.65
3470;54.84;343.35;0.08;4.38;40.59;1934.07;0.26;3.47
3471;52.51;265.12;0.07;4.0;50.03;2798.2;0.36;1.67
3472;58.49;286.83;0.04;5.03;48.86;2823.16;0.31;2.31
3473;56.86;284.06;0.04;5.09;47.61;2385.18;0.26;3.52
3474;52.94;304.78;0.07;4.57;49.01;2870.92;0.34;1.84
3475;55.53;192.15;0.06;4.55;52.55;2192.45;0.27;3.0
3476;55.07;431.97;0.07;4.25;45.86;3085.58;0.26;3.66
3477;58.04;417.95;0.05;4.87;39.71;3264.73;0.28;2.77
3478;53.93;250.1;0.06;4.65;49.77;2427.8;0.32;2.11
3479;58.67;277.54;0.05;4.69;63.5;4055.46;0.5;1.0
3480;60.31;401.07;0.06;4.59;38.74;2398.4;0.34;2.53
3481;50.45;246.83;0.06;4.62;88.92;1074.73;0.28;2.89
3482;57.37;373.78;0.06;4.45;56.73;3975.97;0.3;2.29
3483;60.49;424.91;0.07;4.26;43.79;2817.57;0.29;3.01
3484;57.21;278.96;0.08;4.09;44.18;2132.03;0.28;2.91
3485;49.62;240.37;0.08;4.26;80.44;1085.11;0.3;3.09
3486;53.1;334.22;0.07;4.6;42.13;2167.71;0.26;3.56
3487;54.92;264.65;0.07;4.28;32.6;1534.25;0.26;3.86
3488;54.75;397.44;0.07;4.37;44.94;2851.67;0.26;3.6
3489;54.12;352.38;0.07;4.35;49.48;3032.23;0.3;2.33
3490;63.37;317.05;0.06;4.45;42.17;2734.7;0.27;3.67
3491;62.84;514.91;0.06;4.35;38.15;2892.0;0.27;3.3
3492;56.9;263.02;0.1;3.65;37.92;2501.73;0.26;3.67
3493;51.85;464.52;0.05;4.62;41.77;2505.11;0.27;3.2
3494;57.16;492.86;0.08;4.11;46.13;3414.12;0.26;3.54
3495;59.57;451.28;0.05;4.85;69.61;363.76;0.05;5.94
3496;59.73;218.65;0.08;4.25;49.18;2425.1;0.41;1.62
3497;56.1;644.34;0.05;4.83;57.78;6884.03;0.31;2.74
3498;58.37;453.42;0.06;4.64;47.98;3002.47;0.27;3.46
3499;54.52;315.4;0.07;4.46;64.52;151.08;0.23;3.37
3500;58.31;271.19;0.06;4.36;84.59;227.25;0.02;6.18
3501;63.35;357.99;0.07;4.47;44.59;2116.27;0.25;4.0
3502;57.62;250.23;0.06;4.56;110.35;479.14;0.14;4.27
3503;58.81;217.58;0.04;5.03;42.87;2176.98;0.25;4.05
3504;57.98;438.44;0.08;4.19;38.45;2348.25;0.31;2.41
3505;56.86;244.94;0.07;4.31;32.92;2005.18;0.26;3.74
3506;57.45;164.01;0.05;4.6;42.67;1661.75;0.27;3.58
3507;62.45;361.02;0.05;4.66;45.24;3211.47;0.26;3.85
3508;51.73;190.07;0.06;4.78;44.72;1680.27;0.28;2.86
3509;53.18;323.36;0.06;4.57;43.37;2861.88;0.32;2.29
3510;56.58;293.63;0.07;4.26;44.62;2828.09;0.29;2.49
3511;53.58;251.46;0.04;4.97;47.66;2047.15;0.27;3.44
3512;62.94;226.91;0.1;4.19;49.05;2445.11;0.26;3.52
3513;57.26;303.57;0.07;4.32;32.72;1415.19;0.25;4.01
3514;59.11;106.94;0.09;3.74;48.7;1641.03;0.26;3.38
3515;54.18;286.79;0.1;4.05;43.16;1726.14;0.27;3.16
3516;53.53;264.94;0.04;5.09;38.0;2020.86;0.25;3.98
3517;57.23;365.17;0.05;4.61;77.04;275.22;0.02;5.89
3518;53.98;215.17;0.05;4.95;46.86;1838.97;0.26;4.02
3519;60.24;166.73;0.05;4.78;39.88;1844.22;0.27;3.39
3520;48.92;325.03;0.15;3.45;58.14;3369.73;0.34;2.18
3521;58.32;350.28;0.08;4.08;38.35;2514.23;0.26;3.61
3522;57.51;434.94;0.07;4.26;45.23;2685.87;0.27;3.09
3523;52.71;266.78;0.07;4.33;35.16;1797.44;0.26;3.78
3524;52.62;214.96;0.06;4.51;33.29;1998.5;0.26;3.72
3525;56.09;343.43;0.08;4.24;34.83;2486.39;0.27;3.04
3526;59.9;425.65;0.07;4.53;46.76;2391.28;0.27;3.57
3527;54.02;389.62;0.09;4.08;53.16;3097.48;0.31;2.53
3528;61.75;229.63;0.07;4.35;42.07;2593.91;0.31;2.57
3529;49.0;175.11;0.07;4.62;48.48;2097.74;0.32;2.35
3530;62.9;333.44;0.04;4.95;40.9;2320.59;0.26;3.71
3531;53.41;369.8;0.08;3.97;48.0;2432.52;0.27;3.44
3532;55.99;244.74;0.05;4.72;53.96;2423.57;0.26;3.44
3533;57.37;144.23;0.05;4.89;43.28;1759.23;0.27;3.11
3534;57.49;236.03;0.1;4.03;36.65;2398.92;0.26;3.99
3535;56.1;183.73;0.06;4.63;42.82;2147.59;0.27;3.11
3536;51.89;264.8;0.08;4.61;78.37;638.69;0.26;3.47
3537;56.92;294.36;0.06;4.61;56.39;2514.74;0.24;3.54
3538;57.92;198.74;0.05;4.86;33.69;1632.74;0.25;4.08
3539;59.13;283.46;0.03;5.4;38.61;2346.86;0.25;4.14
3540;60.58;327.12;0.05;4.55;50.16;2732.06;0.27;3.16
3541;55.3;344.15;0.08;4.19;52.73;3530.98;0.3;2.42
3542;64.02;329.42;0.07;4.31;50.44;2913.11;0.27;3.48
3543;52.65;336.58;0.1;3.98;45.02;2203.24;0.26;3.32
3544;57.69;296.24;0.04;5.06;32.59;1865.88;0.25;4.22
3545;56.79;373.99;0.07;4.32;51.49;3320.18;0.33;2.26
3546;56.6;336.1;0.06;4.65;36.22;2335.11;0.25;4.22
3547;55.57;208.53;0.06;4.59;46.15;2131.36;0.3;2.33
3548;45.59;140.29;0.08;4.23;57.38;2443.5;0.36;1.73
3549;59.6;402.99;0.07;4.22;50.82;4143.08;0.27;3.42
3550;54.42;225.96;0.07;4.42;78.22;790.07;0.32;2.25
3551;60.92;281.47;0.06;4.35;44.85;2037.8;0.26;3.26
3552;58.44;450.04;0.06;4.53;36.54;2534.36;0.26;3.89
3553;51.24;214.11;0.06;4.38;55.51;2488.1;0.27;2.85
3554;58.24;293.35;0.06;4.65;33.04;1466.97;0.25;4.12
3555;53.34;279.25;0.13;3.95;73.27;453.57;0.43;2.79
3556;45.67;403.02;0.08;4.51;38.27;1822.36;0.27;3.28
3557;53.78;381.62;0.11;4.02;83.55;1449.92;0.37;1.79
3558;57.8;343.83;0.06;4.68;50.65;2191.92;0.27;3.73
3559;49.39;252.55;0.07;4.23;52.49;2815.02;0.33;1.95
3560;58.02;417.03;0.07;4.57;52.15;3172.64;0.26;3.31
3561;55.31;269.07;0.07;4.48;49.29;3305.12;0.29;2.43
3562;61.34;179.25;0.05;4.54;86.31;1147.54;0.31;3.11
3563;55.76;332.53;0.08;3.9;53.19;3403.57;0.27;3.17
3564;47.29;265.71;0.16;3.81;45.72;2138.68;0.26;3.8
3565;56.16;252.99;0.04;5.14;71.26;348.73;0.27;3.56
3566;59.04;383.99;0.05;4.66;36.47;2325.22;0.25;4.1
3567;49.76;247.72;0.1;4.12;41.68;1691.86;0.26;3.3
3568;56.51;297.14;0.05;4.69;34.38;2001.14;0.25;4.13
3569;57.77;267.61;0.05;4.72;37.79;2205.5;0.26;4.1
3570;59.87;377.86;0.07;4.39;38.86;1505.73;0.26;3.48
3571;62.48;390.64;0.06;4.48;40.37;2929.35;0.26;3.7
3572;57.02;347.59;0.09;3.75;71.65;489.54;0.3;2.87
3573;50.31;254.63;0.11;4.31;84.44;1230.48;0.35;1.85
3574;55.87;169.79;0.05;4.9;42.97;2085.62;0.28;2.89
3575;61.53;281.57;0.06;4.57;33.57;2404.09;0.25;4.03
3576;50.9;250.77;0.1;4.25;44.03;1824.39;0.28;3.47
3577;58.66;259.54;0.05;4.76;83.29;1056.43;0.27;3.12
3578;57.81;330.48;0.08;4.25;47.57;2161.97;0.26;3.37
3579;63.75;326.28;0.06;4.38;41.64;2019.43;0.26;3.82
3580;53.16;239.0;0.09;4.34;67.07;215.04;0.27;3.56
3581;56.39;257.88;0.05;4.62;44.43;2676.23;0.3;2.37
3582;57.04;245.92;0.06;4.3;39.42;2513.47;0.26;3.8
3583;53.76;221.7;0.05;4.58;39.01;1723.41;0.28;2.77
3584;58.03;401.61;0.07;4.34;46.3;3434.85;0.4;1.53
3585;55.75;148.73;0.06;4.76;75.6;596.05;0.28;3.05
3586;58.86;279.65;0.06;4.44;43.99;2024.68;0.26;3.79
3587;54.01;224.82;0.07;4.26;40.69;2073.51;0.28;3.25
3588;54.2;175.57;0.04;4.93;45.64;1878.75;0.26;3.85
3589;63.2;298.75;0.08;3.93;44.59;2757.64;0.26;3.48
3590;49.08;467.68;0.05;4.83;41.47;2355.81;0.26;3.84
3591;61.06;307.63;0.06;4.34;40.88;2849.78;0.32;2.64
3592;58.32;350.26;0.08;4.08;38.36;2514.3;0.26;3.61
3593;59.72;308.61;0.07;4.11;41.61;1775.76;0.26;3.57
3594;58.36;387.56;0.05;4.73;51.07;2849.93;0.29;2.58
3595;55.56;120.43;0.05;4.86;43.24;1711.91;0.27;3.24
3596;53.22;538.22;0.1;4.3;36.84;2118.11;0.28;2.97
3597;56.34;392.56;0.07;4.65;42.78;2198.03;0.26;3.55
3598;54.84;328.01;0.07;4.57;42.93;2203.01;0.26;3.63
3599;49.16;247.1;0.1;4.15;90.84;1318.3;0.34;2.34
3600;56.46;310.06;0.06;4.83;54.05;2449.23;0.27;3.22
3601;63.94;896.67;0.04;4.93;43.07;4090.63;0.28;2.95
3602;58.56;173.96;0.05;4.68;31.91;1033.9;0.34;1.86
3603;53.35;283.76;0.06;4.65;40.93;1763.88;0.26;3.65
3604;60.41;297.51;0.07;4.07;40.16;2161.28;0.26;3.74
3605;55.46;340.91;0.07;4.15;47.09;3115.92;0.27;2.96
3606;57.76;333.91;0.07;4.3;46.48;2680.47;0.27;3.12
3607;57.93;405.78;0.08;4.5;36.72;2364.54;0.28;3.64
3608;63.24;277.5;0.04;5.12;35.97;2430.4;0.26;3.7
3609;65.36;249.35;0.07;4.18;42.66;1841.83;0.26;3.65
3610;61.33;340.81;0.05;4.71;38.68;2393.83;0.26;3.92
3611;55.51;260.01;0.07;4.52;52.65;2023.07;0.28;2.76
3612;60.97;384.43;0.07;4.33;54.26;4775.92;0.34;1.91
3613;50.84;179.51;0.08;4.36;43.58;1440.21;0.26;3.58
3614;62.7;303.02;0.07;4.11;51.75;2249.01;0.29;2.45
3615;59.29;338.81;0.06;4.44;46.27;2842.81;0.31;2.65
3616;55.14;258.03;0.06;4.48;32.71;1343.92;0.26;3.91
3617;54.63;417.1;0.07;4.34;51.61;3842.09;0.31;2.2
3618;59.37;327.3;0.05;4.65;46.71;2433.05;0.26;3.91
3619;51.87;193.61;0.07;4.29;44.28;1681.33;0.26;3.81
3620;52.25;380.26;0.15;3.75;74.93;851.74;0.28;3.1
3621;50.52;250.67;0.14;3.76;48.53;2206.54;0.28;3.15
3622;59.18;389.09;0.04;4.96;41.48;3123.89;0.26;4.03
3623;54.14;233.75;0.06;4.53;38.14;1591.86;0.26;3.86
3624;60.31;396.62;0.06;4.38;45.69;2534.09;0.26;3.64
3625;61.74;311.0;0.05;4.71;47.87;3124.46;0.27;3.63
3626;54.67;326.59;0.05;4.93;49.16;2711.67;0.26;3.54
3627;52.3;500.33;0.08;4.31;38.65;2760.25;0.28;2.75
3628;60.66;301.44;0.11;4.24;39.53;1666.32;0.28;3.23
3629;58.87;300.33;0.05;4.66;32.38;1562.58;0.26;3.72
3630;62.27;482.71;0.07;4.38;44.1;2978.66;0.3;2.29
3631;56.22;190.97;0.06;4.51;46.33;1951.01;0.26;3.78
3632;53.5;328.88;0.06;4.53;51.01;3528.08;0.27;3.5
3633;59.85;361.98;0.08;4.15;43.92;3163.0;0.29;2.51
3634;58.06;356.17;0.09;4.09;75.6;724.07;0.33;2.77
3635;57.0;394.98;0.07;4.38;40.91;2330.32;0.26;3.65
3636;52.77;265.58;0.08;4.41;40.86;1944.79;0.27;3.34
3637;51.54;236.34;0.07;4.33;45.39;1904.45;0.26;3.59
3638;60.81;405.89;0.06;4.53;46.36;3613.74;0.3;2.79
3639;64.46;581.47;0.06;4.52;45.04;4019.0;0.26;3.57
3640;55.15;422.98;0.09;3.95;54.71;3041.81;0.27;3.01
3641;53.07;366.86;0.09;4.22;43.58;2657.26;0.29;2.49
3642;54.12;354.01;0.08;4.0;49.67;2002.08;0.27;3.29
3643;54.72;453.91;0.08;4.37;80.32;1206.09;0.27;3.35
3644;65.68;70.28;0.09;3.69;95.5;589.31;0.5;1.0
3645;53.14;172.03;0.06;4.53;49.91;1694.53;0.26;3.47
3646;59.17;187.1;0.04;4.96;66.69;100.01;0.29;2.88
3647;54.86;212.49;0.04;4.95;55.43;2952.92;0.3;2.87
3648;62.73;304.61;0.04;5.01;82.15;228.44;0.02;5.79
3649;64.35;85.73;0.06;4.35;33.23;817.58;0.26;3.64
3650;57.46;378.96;0.06;4.41;47.45;2383.38;0.26;3.92
3651;56.13;180.77;0.08;4.39;75.09;325.04;0.26;3.52
3652;51.4;230.96;0.06;4.96;44.19;1784.31;0.26;3.96
3653;50.55;249.87;0.13;3.55;38.99;1451.91;0.31;2.09
3654;56.16;442.18;0.05;4.89;47.84;2554.25;0.26;3.82
3655;59.1;494.75;0.07;4.21;44.97;2995.16;0.31;2.61
3656;57.01;277.36;0.06;4.56;80.2;798.5;0.38;1.79
3657;69.95;140.22;0.04;5.06;37.32;1104.37;0.26;3.74
3658;57.66;243.29;0.04;5.05;44.12;2120.59;0.26;3.82
3659;60.6;78.23;0.04;4.76;38.35;855.54;0.26;3.62
3660;69.95;140.22;0.04;5.06;37.32;1104.37;0.26;3.74
3661;58.46;390.04;0.09;4.18;52.62;2238.8;0.28;3.25
3662;53.04;203.19;0.07;4.56;67.98;261.03;0.59;1.41
3663;60.22;494.86;0.04;5.4;69.32;449.7;0.25;4.28
3664;57.8;215.98;0.05;4.66;98.96;230.92;0.14;4.1
3665;51.4;230.97;0.06;4.96;42.4;1694.78;0.25;4.08
3666;64.93;281.85;0.04;5.25;66.64;188.89;0.26;3.98
3667;57.01;277.36;0.06;4.56;80.2;798.5;0.38;1.79
3668;53.61;236.2;0.08;4.14;32.82;1409.84;0.3;2.29
3669;56.33;162.6;0.05;4.73;43.08;1455.33;0.26;3.47
3670;64.4;360.9;0.07;4.23;46.95;4127.44;0.44;1.68
3671;59.27;233.79;0.06;4.44;116.16;447.42;0.23;3.58
3672;64.09;80.35;0.05;4.71;41.72;827.05;0.25;4.03
3673;58.66;394.55;0.06;4.41;40.99;2138.29;0.25;4.08
3674;55.55;129.91;0.05;4.8;106.69;126.49;0.03;5.2
3675;60.5;107.34;0.07;4.27;34.75;983.81;0.25;4.07
3676;55.52;298.37;0.06;4.73;48.55;1980.63;0.26;3.64
3677;64.44;64.27;0.04;5.1;45.61;948.24;0.26;3.85
3678;53.61;236.2;0.08;4.14;32.82;1409.84;0.3;2.29
3679;69.4;123.58;0.08;3.87;95.36;1119.3;0.46;1.32
3680;55.17;195.96;0.06;4.48;45.54;1714.05;0.27;3.08
3681;55.81;166.97;0.05;4.5;62.37;97.25;0.29;3.31
3682;57.99;206.36;0.06;4.44;34.3;1596.84;0.26;3.55
3683;58.61;250.91;0.05;5.01;53.52;1926.28;0.29;2.83
3684;57.8;68.28;0.07;4.16;70.27;538.62;0.16;3.53
3685;53.85;341.8;0.13;3.73;47.79;1995.8;0.3;2.4
3686;59.27;505.47;0.07;4.12;42.84;2862.54;0.3;2.73
3687;63.27;61.33;0.07;4.22;47.5;1283.38;0.5;1.0
3688;62.08;83.74;0.07;4.12;50.0;1757.13;0.5;1.0
3689;53.15;274.38;0.08;4.3;40.45;1756.02;0.26;3.46
3690;61.31;267.88;0.04;5.25;50.87;2693.72;0.26;3.88
3691;56.36;318.47;0.06;4.86;54.48;301.37;0.05;5.6
3692;61.6;89.79;0.06;4.38;63.5;2314.03;0.5;1.0
3693;53.04;242.88;0.05;4.86;90.05;1452.43;0.31;2.88
3694;65.31;82.21;0.04;4.99;38.49;1222.3;0.25;4.14
3695;57.39;192.15;0.09;4.17;60.6;2440.57;0.28;2.7
3696;54.79;122.06;0.07;4.15;39.63;1455.1;0.34;1.82
3697;52.25;236.62;0.06;4.65;83.27;989.42;0.3;2.14
3698;57.48;250.04;0.04;5.18;41.37;1779.76;0.26;3.79
3699;50.09;349.42;0.07;4.24;51.33;2771.83;0.26;3.54
3700;57.39;212.15;0.07;4.04;64.0;0.01;1.0;0.0
3701;60.14;251.25;0.05;4.69;95.06;345.89;0.81;1.05
3702;51.0;265.35;0.07;4.38;55.31;3045.69;0.31;2.11
3703;57.21;307.63;0.06;4.36;55.9;2795.36;0.33;2.12
3704;65.73;170.21;0.08;4.01;46.25;1402.56;0.27;3.18
3705;49.67;206.0;0.08;4.2;40.98;1780.33;0.31;2.48
3706;53.93;291.85;0.07;4.51;95.69;263.66;0.1;4.14
3707;49.47;148.22;0.09;4.17;56.17;2112.2;0.27;3.06
3708;56.96;180.56;0.09;4.1;40.51;2082.6;0.28;2.72
3709;53.71;224.94;0.06;4.36;46.41;1803.76;0.27;3.26
3710;53.48;218.81;0.09;3.95;41.44;1961.04;0.27;3.13
3711;54.63;267.68;0.06;4.59;43.84;2772.78;0.27;2.88
3712;52.8;242.54;0.07;4.26;44.86;2147.11;0.27;2.75
3713;61.0;271.82;0.05;4.7;43.38;2837.01;0.4;1.62
3714;57.24;248.2;0.07;4.22;46.53;1664.38;0.26;3.64
3715;49.66;299.23;0.08;4.13;54.16;2845.51;0.3;2.37
3716;54.97;235.18;0.05;4.77;48.12;2102.98;0.36;1.91
3717;54.6;260.92;0.08;4.02;48.46;2149.67;0.28;2.77
3718;56.36;256.98;0.05;4.62;48.6;2699.4;0.28;2.66
3719;55.45;245.06;0.06;4.4;44.72;2526.64;0.27;3.01
3720;57.98;166.98;0.06;4.54;40.72;2095.78;0.28;2.75
3721;59.93;202.57;0.06;4.52;77.89;603.27;0.3;2.4
3722;55.46;211.74;0.07;4.46;77.71;506.86;0.38;1.65
3723;51.64;178.85;0.06;4.53;57.32;1986.08;0.34;1.76
3724;53.72;293.53;0.05;4.81;45.81;1953.42;0.26;3.83
3725;55.15;214.05;0.12;3.45;54.74;2023.04;0.26;3.14
3726;53.22;280.49;0.08;3.97;43.98;1918.66;0.28;2.91
3727;57.01;208.47;0.05;4.63;46.09;1323.83;0.21;4.07
3728;52.37;167.6;0.08;4.23;43.9;1552.22;0.26;3.37
3729;59.87;295.22;0.06;4.49;52.85;2745.34;0.26;3.21
3730;53.67;257.39;0.06;4.61;54.18;2719.03;0.33;1.9
3731;55.92;576.36;0.14;3.64;48.13;3018.34;0.29;2.43
3732;54.37;159.61;0.05;4.55;43.39;2029.41;0.26;3.16
3733;54.21;212.17;0.06;4.55;54.6;2634.74;0.34;2.02
3734;54.16;215.29;0.04;5.14;75.59;889.87;0.32;2.35
3735;56.62;188.4;0.07;4.31;54.31;2545.72;0.27;3.21
3736;52.0;220.61;0.07;4.37;48.71;2238.83;0.36;1.72
3737;52.87;216.25;0.07;4.36;49.74;2079.34;0.48;1.15
3738;51.34;214.62;0.07;4.28;55.18;2467.73;0.27;3.06
3739;53.02;155.85;0.05;4.78;50.0;2056.19;0.46;1.33
3740;48.4;210.03;0.11;3.85;51.27;2223.98;0.26;3.71
3741;49.66;299.23;0.08;4.13;54.16;2845.51;0.3;2.37
3742;58.02;284.14;0.1;3.78;45.0;2326.98;0.5;1.0
3743;49.61;171.66;0.06;4.5;77.11;598.09;0.29;2.54
3744;49.73;212.65;0.08;4.37;30.52;1090.26;0.28;2.77
3745;49.44;226.76;0.07;4.27;48.33;2065.53;0.34;1.73
3746;52.54;162.03;0.06;4.69;42.91;1267.15;0.26;3.3
3747;52.38;186.93;0.12;3.94;47.14;2028.84;0.28;2.59
3748;53.34;233.06;0.06;4.43;42.7;2634.71;0.36;1.98
3749;53.93;274.65;0.09;4.21;50.03;2877.9;0.5;1.02
3750;54.95;263.95;0.05;4.88;51.62;3186.9;0.32;2.09
3751;65.13;139.12;0.1;3.99;70.2;256.76;0.29;2.52
3752;55.96;215.45;0.06;4.34;40.14;1826.64;0.28;3.02
3753;53.46;253.11;0.05;4.6;109.76;417.49;0.09;4.62
3754;59.2;255.73;0.05;4.8;51.26;2947.93;0.3;2.43
3755;52.02;289.43;0.23;2.82;71.73;284.31;0.44;1.67
3756;54.24;257.15;0.04;4.92;43.95;2435.26;0.26;3.69
3757;63.39;98.78;0.13;3.61;50.55;2777.5;0.48;1.14
3758;55.28;270.46;0.06;4.44;70.36;419.45;0.46;1.41
3759;58.87;187.89;0.05;4.52;44.98;1775.57;0.26;3.66
3760;49.24;197.76;0.06;4.6;59.98;2374.53;0.39;1.76
3761;53.8;267.88;0.08;4.15;42.22;2081.95;0.31;2.18
3762;60.37;235.16;0.08;4.34;28.75;1121.57;0.29;2.56
3763;54.4;132.82;0.1;3.97;49.97;2469.28;0.42;1.5
3764;48.78;213.08;0.08;4.08;39.43;1468.3;0.27;3.17
3765;51.27;231.56;0.07;4.34;54.91;3051.57;0.37;1.92
3766;52.43;181.12;0.06;4.67;49.0;1948.42;0.27;2.8
3767;51.59;286.84;0.07;4.2;74.72;670.43;0.29;2.63
3768;50.95;233.35;0.07;4.44;48.03;2172.08;0.28;2.68
