DY
6216
12
c;cs;d;ds;e;f;fs;g;gs;a;as;b
511;201;207;414;251;697;1;299;53;74;808;0;213
512;444;698;950;9;470;21;760;403;1105;256;178;453
513;335;262;1455;0;737;2;851;1070;0;1654;0;340
514;1760;1052;1427;930;1101;751;1627;883;903;1693;930;1149
515;817;398;1113;178;977;86;862;459;72;1176;91;515
516;2643;254;2340;183;1250;1637;970;2653;149;1833;182;930
517;365;299;301;357;215;149;107;211;134;176;140;134
518;295;70;326;887;0;122;238;246;423;3;353;35
519;3533;458;5548;369;1190;452;2663;3196;162;2155;165;2326
520;810;160;426;461;136;636;60;276;79;216;589;46
521;780;197;213;515;167;76;1216;26;351;0;1024;220
522;72;338;641;50;98;9;411;374;0;66;237;91
523;884;284;480;3;35;150;1356;138;26;8;11;85
524;4681;210;370;192;623;1479;8;2002;576;390;2239;0
525;629;290;96;139;942;3;501;0;244;370;0;1019
526;184;334;421;191;518;0;487;47;46;100;35;562
527;424;150;776;666;64;59;321;120;66;196;98;492
528;80;359;199;97;718;0;515;0;120;0;37;444
529;453;182;523;279;43;460;828;115;273;30;552;76
530;237;54;175;30;10;363;298;6;225;20;311;0
531;329;295;603;117;292;20;1167;54;34;256;54;75
532;2764;463;2067;1086;811;568;1065;637;336;445;1623;210
533;401;131;354;114;455;273;224;151;184;184;106;301
534;78;213;258;167;387;17;538;4;318;20;67;544
535;660;734;329;1737;10;393;832;35;1655;31;299;229
536;96;23;227;59;332;53;24;75;66;235;702;27
537;659;2;466;156;31;321;99;360;0;51;559;27
538;47;37;4;68;0;24;2;21;38;0;67;0
539;331;145;509;104;169;16;62;297;280;21;0;104
540;464;25;519;16;54;373;236;52;0;39;306;334
541;2615;176;793;107;542;646;82;1420;15;323;151;622
542;727;225;480;160;608;202;313;68;138;436;312;210
543;193;442;126;107;1685;8;1475;9;386;755;17;1145
544;603;7;482;5;175;206;47;497;0;164;8;299
545;45;97;530;49;260;0;402;272;28;292;15;232
546;1440;93;599;91;636;501;204;1090;35;695;100;401
547;404;724;112;505;32;304;3;40;206;0;103;232
548;444;62;349;4;345;214;26;397;37;617;51;306
549;473;101;3328;16;334;63;678;86;0;504;490;365
550;543;60;1177;186;24;571;117;183;8;124;167;11
551;1132;77;1475;0;449;8;394;836;0;1143;0;428
552;520;1494;809;683;1307;80;1219;183;2114;667;503;1012
553;260;621;1900;191;744;0;305;24;143;1361;191;239
554;856;175;473;226;475;559;409;350;40;188;393;300
555;1518;1156;697;522;454;821;859;778;411;576;447;332
556;1273;16;398;35;244;260;317;804;71;171;5;214
557;234;345;497;235;414;69;914;189;83;386;120;527
558;425;995;383;582;2;877;5;791;751;804;1137;0
559;670;9;743;8;187;259;311;603;6;275;3;185
560;547;360;218;356;329;181;204;301;459;66;126;344
561;711;174;1344;9;1283;145;532;348;237;205;126;271
562;487;148;433;45;173;287;1103;294;282;477;371;61
563;92;74;403;271;361;1;1320;49;229;177;123;466
564;612;0;560;0;277;40;185;544;0;99;0;739
565;1030;440;356;211;184;697;78;253;130;259;252;27
566;433;62;607;63;430;30;114;254;145;207;7;254
567;665;16;602;18;166;46;346;329;6;174;46;198
568;518;199;2019;142;266;187;538;386;72;1557;62;648
569;821;762;244;1568;90;182;1260;70;398;49;532;699
570;162;329;2197;21;739;0;763;631;193;1156;28;923
571;309;470;0;24;141;24;882;0;236;0;36;872
572;96;528;24;96;336;0;336;0;720;24;0;768
573;756;47;588;19;255;243;275;853;1185;228;30;394
574;889;99;128;809;50;163;330;100;305;3;453;518
575;107;1;736;19;106;6;682;385;0;166;3;196
576;114;16;371;57;116;40;128;372;4;116;34;136
577;1509;117;793;4;1507;746;636;1570;0;368;13;934
578;239;431;520;127;398;0;360;88;33;859;194;226
579;961;513;706;703;320;626;1218;1181;482;996;556;863
580;1017;52;845;62;590;410;473;393;98;1314;11;188
581;65;109;23;38;75;11;28;0;58;31;2;26
582;799;3;1326;31;607;6;1312;762;0;830;490;206
583;868;472;516;6;15;235;0;31;626;22;43;1
584;33;202;416;47;307;0;394;1;65;58;147;22
585;205;25;454;337;218;63;37;621;4;257;142;264
586;1423;59;1004;3;611;10;215;347;5;164;121;386
587;297;405;71;558;577;69;203;99;544;470;524;357
588;23;40;470;307;170;38;28;293;20;283;429;76
589;24;134;584;6;554;0;74;74;177;670;0;96
590;1222;141;1175;1785;10;1438;33;976;650;462;1479;15
591;1900;65;492;89;44;97;327;175;21;23;165;0
592;352;248;906;2;434;0;252;90;15;481;0;234
593;659;244;1402;163;5;193;1665;527;91;124;162;105
594;321;245;377;83;23;322;261;36;168;34;281;6
595;2034;390;1899;106;1066;432;231;753;39;453;367;787
596;757;511;76;252;71;571;0;434;346;0;175;453
597;144;368;3011;816;726;31;705;50;137;896;0;293
598;35;266;9;196;10;131;86;21;256;19;129;14
599;256;65;205;419;42;46;1909;28;172;50;595;77
600;369;25;1078;0;106;202;62;239;0;343;0;205
601;1631;326;653;1013;197;499;763;606;597;0;495;123
602;2516;1699;2272;2463;1230;906;5219;866;237;1022;2718;970
603;1086;85;800;119;1132;219;1203;775;258;185;592;322
604;421;452;311;51;659;154;250;0;233;302;122;411
605;1730;52;1307;22;784;448;2477;515;57;960;45;415
606;65;109;23;38;75;11;28;0;58;31;2;26
607;245;210;130;94;447;0;20;0;19;260;0;345
608;450;460;1159;113;1043;11;1037;102;96;577;49;662
609;626;144;1559;354;373;175;441;833;71;885;39;189
610;322;63;1792;7;422;9;2611;368;75;501;120;531
611;622;772;31;399;283;365;1042;79;1179;3;218;45
612;858;302;708;1828;255;743;106;236;896;36;4751;101
613;852;376;2170;143;255;1329;788;568;66;924;482;285
614;899;32;415;187;26;89;21;267;423;2;70;68
615;7;292;0;305;205;21;7;2;224;5;207;484
616;1177;738;1280;423;672;753;1352;371;448;828;711;660
617;1112;418;850;0;304;77;265;141;201;367;3;290
618;1191;619;1936;110;1542;143;1868;47;204;2259;1252;763
619;244;60;426;161;126;26;954;25;485;38;22;479
620;832;31;174;0;77;184;445;263;8;93;6;80
621;148;108;426;0;130;2;235;23;0;234;0;78
622;518;1606;873;799;1522;44;2355;52;335;403;1799;925
623;776;34;439;114;9;33;62;678;110;68;115;28
624;42;141;497;2;226;0;114;86;4;405;1;172
625;1291;485;542;1569;215;850;1436;308;336;39;770;617
626;23;224;268;3;110;3;9;134;4;178;0;10
627;11;336;8;291;40;42;641;4;855;8;484;252
628;719;87;551;21;857;142;1122;191;32;392;14;359
629;359;148;335;19;831;18;416;21;39;175;0;212
630;1678;846;1080;814;177;246;1344;614;1435;27;99;837
631;748;575;58;605;41;878;193;360;437;221;701;324
632;3110;356;1391;1726;0;1011;319;965;2025;261;409;2
633;614;245;242;284;0;149;1108;14;159;172;26;38
634;177;248;1001;12;401;2;935;233;0;767;230;466
635;1679;193;1640;441;703;1006;1499;536;14;1797;810;18
636;3355;32;445;544;9;328;681;255;363;0;324;7
637;539;1120;2179;26;2742;10;2123;134;6;3580;8;1507
638;591;574;0;375;0;125;7;68;635;0;145;0
639;2712;203;1537;170;710;235;468;1281;27;299;42;671
640;1840;178;3082;105;238;296;1071;910;157;638;623;42
641;2336;3642;2550;3231;2202;189;2531;779;195;779;2567;2109
642;2369;373;2348;134;988;308;1728;1214;745;654;1031;912
643;1816;436;827;168;167;209;90;205;5;75;19;302
644;239;431;520;127;398;0;360;88;33;859;194;226
645;534;313;469;127;828;0;130;11;40;472;0;334
646;259;5;119;20;88;85;159;112;0;29;0;57
647;2146;85;341;1046;172;328;846;406;606;370;586;104
648;776;1190;427;239;794;109;517;11;2062;535;173;407
649;252;0;208;44;60;43;42;265;6;90;28;70
650;153;481;2905;3;1210;2;557;181;128;4226;370;497
651;545;324;26;352;32;309;90;110;211;8;250;42
652;3490;237;625;1274;26;1261;662;1394;1081;37;1662;356
653;3498;255;2579;528;522;1483;3793;221;130;182;1002;462
654;449;423;349;361;816;27;1083;139;236;294;63;680
655;342;7;331;36;74;113;309;83;3;51;4;15
656;46;432;72;35;572;0;460;0;217;485;0;491
657;2359;28;447;19;478;394;582;789;76;272;49;80
658;140;862;708;35;480;75;1855;62;95;85;213;544
659;640;114;496;3;212;254;439;301;5;259;27;154
660;29;156;542;2;256;1;447;11;55;342;8;182
661;421;200;937;73;145;2;1447;163;1;237;1923;782
662;972;23;737;4;341;153;166;471;0;169;80;83
663;685;223;111;0;140;211;99;48;520;139;36;222
664;823;107;447;146;209;224;148;157;384;67;404;4
665;1868;385;1441;124;545;95;8;121;13;24;21;9
666;572;656;364;591;708;23;1831;141;188;221;1514;726
667;333;134;282;121;355;215;21;195;67;362;8;106
668;693;979;804;608;61;176;3158;42;1322;23;239;377
669;150;22;454;1156;6;511;379;28;296;16;254;17
670;881;327;709;50;940;9;364;226;59;95;96;134
671;134;986;1418;783;658;28;631;1;298;336;24;270
672;445;335;44;498;89;210;509;98;501;20;304;218
673;79;346;3099;336;546;93;1487;558;90;1649;527;291
674;488;1022;254;425;8;575;1000;0;378;156;541;280
675;687;1647;878;1836;54;229;5128;2;426;8;1337;1071
676;108;5;384;30;42;20;27;153;3;39;7;113
677;859;791;638;82;243;466;751;294;1350;198;277;27
678;336;79;933;56;345;399;199;338;12;384;156;332
679;463;400;407;39;316;228;204;470;91;439;136;271
680;637;1004;464;260;174;106;316;4;199;5;102;349
681;310;178;156;82;253;161;42;215;152;104;13;116
682;273;774;1212;104;1646;12;1048;86;300;1341;28;954
683;269;29;270;2;78;26;0;54;33;11;0;76
684;774;1228;92;2527;577;745;427;143;466;104;238;290
685;403;32;511;47;216;49;151;260;6;171;19;515
686;79;0;170;0;242;0;50;173;0;69;6;313
687;16;172;16;130;839;20;638;0;93;13;39;740
688;747;810;1005;157;1707;41;1902;23;342;663;109;750
689;1702;165;1673;28;998;128;892;1161;16;1161;164;537
690;203;202;434;11;279;11;306;289;4;350;96;167
691;1021;92;439;494;576;314;1254;302;70;350;243;197
692;481;707;448;1612;119;440;1598;25;414;22;920;600
693;449;54;593;4;202;123;328;253;0;173;64;131
694;993;218;355;484;109;1111;420;189;66;294;378;17
695;596;0;1580;318;130;91;117;1390;0;957;1820;98
696;1110;72;1027;202;24;168;623;675;44;10;457;16
697;60;144;607;1;181;0;649;287;2;390;2;360
698;111;400;310;156;377;56;750;55;160;223;108;607
699;835;121;758;1892;0;1104;275;304;178;204;1042;114
700;297;405;71;558;577;69;203;99;544;470;524;357
701;274;32;996;666;3;503;1563;276;1;76;729;22
702;792;29;356;18;105;411;264;564;8;134;90;276
703;579;1405;237;359;169;830;2634;65;665;323;921;47
704;1328;81;851;188;412;701;455;290;256;620;365;536
705;441;403;146;406;32;347;156;158;372;20;188;102
706;759;2138;608;508;1621;25;994;18;1374;1035;1376;1250
707;499;1;1344;0;366;0;926;114;0;961;91;1456
708;1;441;32;2075;86;180;251;0;239;16;146;1163
709;205;167;517;0;257;22;216;40;17;325;7;83
710;1794;1464;344;1950;18;864;449;551;1961;0;1699;570
711;441;403;146;406;32;347;156;158;372;20;188;102
712;35;398;4;105;149;26;153;0;111;1;114;115
713;408;181;127;503;25;131;226;75;330;21;69;76
714;125;3178;194;431;2361;106;343;6;2865;643;17;1185
715;106;229;284;23;447;8;1620;235;44;176;25;513
716;148;722;1983;175;680;13;1139;534;81;551;609;1680
717;539;99;528;556;6;710;149;698;118;129;1112;31
718;526;225;663;541;399;74;170;939;363;318;25;633
719;861;999;1704;264;1626;165;1792;355;683;1788;1763;808
720;1086;92;641;1;289;561;633;512;0;262;28;287
721;662;152;338;143;123;128;161;537;313;78;91;62
722;164;487;156;256;301;4;152;5;71;155;12;123
723;755;336;982;155;691;28;913;36;217;431;145;562
724;1096;285;1714;579;414;503;1478;1319;50;466;844;402
725;303;672;319;177;277;79;2249;6;93;347;538;624
726;200;89;4;18;321;0;126;0;97;0;22;123
727;165;591;2553;548;1185;24;903;52;1045;26;251;501
728;1267;164;1056;187;832;108;1470;147;234;731;3;79
729;353;393;407;85;1391;38;1300;324;111;387;38;974
730;161;72;310;124;119;69;107;142;25;48;82;159
731;2689;185;1109;598;223;893;507;2606;15;398;1317;181
732;747;810;1005;157;1707;41;1902;23;342;663;109;750
733;1226;5;430;63;61;132;639;514;5;79;673;84
734;333;77;461;22;48;317;538;170;0;150;170;142
735;1398;438;462;333;1018;452;1313;672;422;160;177;1124
736;544;74;1388;33;312;75;251;576;46;614;9;504
737;394;457;1910;0;206;13;528;470;0;768;0;692
738;28;205;99;157;306;9;97;18;260;256;0;357
739;140;862;388;134;164;18;334;0;551;186;67;338
740;427;16;581;289;33;6;4;88;7;30;0;28
741;321;170;119;0;1160;303;7;136;0;270;6;458
742;887;441;441;523;22;285;1770;344;373;21;1009;75
743;286;163;1739;26;164;6;1432;135;6;587;196;239
744;721;40;1512;401;106;338;32;755;12;639;473;60
745;189;8;526;1;94;224;0;245;0;178;72;17
746;454;382;1850;0;312;12;937;226;67;549;1;313
747;416;78;652;26;274;331;270;454;6;553;207;91
748;371;231;268;604;9;179;231;303;331;73;292;96
749;148;762;557;14;227;40;441;5;185;2474;10;282
750;1316;149;421;177;344;334;198;457;16;381;58;628
751;485;457;482;742;24;793;28;170;232;179;825;16
752;571;200;282;837;28;142;422;120;1111;0;263;42
753;153;386;336;232;1144;0;27;0;15;264;0;149
754;936;45;1644;1010;161;292;1243;913;38;401;1424;3
755;734;745;818;219;1521;8;1227;196;342;689;0;1250
756;804;962;24;236;42;616;1492;6;2293;6;342;80
757;504;510;561;355;511;82;2568;7;121;16;314;1233
758;273;2238;173;481;445;22;730;113;1179;165;7;514
759;417;480;1457;41;1190;91;252;366;299;668;199;473
760;462;999;85;380;202;344;1375;0;704;45;842;66
761;421;154;601;268;674;158;112;93;182;506;548;288
762;363;306;691;4;393;10;695;400;26;740;7;294
763;87;933;1660;45;818;2;772;798;0;1840;13;891
764;1150;116;1016;270;482;454;625;413;98;221;495;298
765;2226;594;2148;529;3793;101;1194;409;1381;1430;1237;1161
766;299;145;1896;390;779;80;1559;214;82;527;239;482
767;294;126;243;8;13;166;169;51;12;52;48;6
768;455;18;301;16;124;308;46;469;6;180;49;522
769;462;15;859;136;260;191;213;777;3;239;162;345
770;348;18;196;137;46;165;281;140;8;30;52;18
771;367;527;607;71;589;44;1266;36;203;582;29;492
772;1117;617;651;526;22;482;761;94;19;85;253;239
773;403;989;2;927;939;0;284;164;2602;92;327;170
774;1327;85;2594;35;478;93;780;2224;243;852;48;1207
775;164;733;140;222;45;277;869;16;357;18;252;418
776;1117;24;3542;203;209;188;1242;1099;633;246;182;160
777;794;366;3667;205;632;15;1017;1121;4;991;156;513
778;1172;52;607;178;179;255;140;104;228;40;57;39
779;768;0;1133;6;181;894;46;516;3;2038;6;196
780;156;86;314;350;10;136;889;81;225;13;361;251
781;728;2;540;0;111;48;19;390;0;70;0;115
782;273;213;399;79;1368;16;173;3;302;507;0;984
783;783;268;352;78;142;266;309;413;307;116;79;71
784;173;5106;782;86;54;399;1427;1;1591;4;1145;45
785;256;65;205;419;42;46;1909;28;172;50;595;77
786;1917;12;2151;31;262;60;1815;681;94;1550;298;305
787;597;831;1637;0;717;167;1025;320;139;923;37;679
788;796;366;3699;200;632;15;1036;1122;4;996;158;525
789;176;221;2492;62;241;4;871;229;29;507;94;295
790;224;161;2577;106;431;67;442;979;24;462;29;350
791;1772;377;3199;481;420;1044;852;370;854;1150;1824;164
792;1473;64;1649;31;141;661;478;671;2;642;470;7
793;355;331;1424;205;842;505;997;343;480;694;121;8
794;142;216;86;201;17;63;86;21;223;2;36;7
795;316;466;1818;0;206;13;623;548;0;791;0;666
796;45;51;363;280;80;37;184;246;16;39;264;349
797;713;129;1124;29;26;440;803;333;9;75;455;81
798;76;23;100;47;96;4;97;67;2;36;4;30
799;2339;206;2069;250;602;535;2135;778;74;411;231;230
800;35;266;9;196;10;131;86;21;256;19;129;14
801;214;380;518;4;270;15;460;209;607;166;99;288
802;514;12;580;59;69;360;319;180;1;91;440;510
803;114;1425;91;354;238;241;447;30;227;28;331;247
804;868;71;883;38;363;351;261;416;117;189;18;154
805;425;995;383;582;2;877;5;791;751;804;1137;0
806;590;16;887;307;295;47;795;508;159;226;7;274
807;925;139;271;15;103;637;236;499;86;112;280;27
808;1266;54;194;433;389;6;61;24;21;103;0;28
809;153;175;269;103;33;555;59;14;54;1548;36;22
810;539;16;183;5;50;86;2;114;3;70;22;6
811;485;73;412;544;75;118;159;304;178;29;158;335
812;952;164;65;292;105;37;597;373;11;20;775;19
813;1186;64;984;48;837;77;861;614;43;1869;106;38
814;859;313;1107;59;26;499;1423;156;89;441;245;0
815;1831;73;1640;166;875;835;981;1056;36;1082;21;694
816;1367;20;852;21;410;1651;0;722;0;833;944;0
817;363;239;644;677;12;873;11;771;13;388;1307;1
818;289;189;444;54;15;11;384;144;203;137;15;117
819;1274;279;196;2665;2;479;202;331;1039;15;1771;16
820;628;390;1229;36;1080;42;1220;17;203;545;194;292
821;273;2238;173;481;445;22;730;113;1179;165;7;514
822;1725;124;1540;418;60;581;1250;1617;69;118;731;65
823;865;147;473;500;211;848;836;380;1354;269;585;65
824;1329;354;1600;3;536;327;1064;396;0;646;123;295
825;42;156;14;134;236;1;259;10;69;45;32;296
826;1005;20;630;738;574;1564;826;1707;18;878;1617;888
827;1499;1065;2441;674;385;195;2028;657;1091;564;999;408
828;201;103;793;313;284;38;291;339;6;375;46;401
829;393;23;98;12;56;475;0;336;0;197;23;0
830;160;26;200;0;280;26;321;118;0;71;2;191
831;810;190;263;49;245;103;677;39;94;158;61;165
832;419;82;1032;11;252;4;422;302;0;400;142;76
833;535;180;223;613;49;264;745;287;365;83;380;68
834;285;61;598;144;0;104;435;224;788;0;460;14
835;1103;205;111;9;13;583;31;118;902;205;79;20
836;158;475;381;437;412;76;922;3;914;143;943;484
837;616;829;742;361;664;449;240;517;492;548;979;253
838;430;23;464;128;158;343;428;24;6;176;331;112
839;1395;28;761;12;864;284;625;755;0;1308;42;602
840;548;221;776;1;455;138;539;205;13;263;52;546
841;249;220;66;395;0;101;316;137;368;2;137;15
842;319;1232;737;17;2108;0;432;87;988;1000;0;1173
843;246;1244;22;318;207;302;761;10;797;16;165;437
844;466;98;408;156;51;631;201;343;23;390;181;141
845;123;253;15;99;37;29;217;10;288;23;36;28
846;529;331;1353;320;365;304;1447;257;274;219;564;559
847;480;60;432;288;189;665;100;521;77;444;250;139
848;196;240;547;386;150;122;340;314;122;274;209;337
849;423;194;871;48;320;366;1317;344;9;451;115;230
850;182;264;280;221;235;122;1014;320;383;116;356;186
851;87;75;459;2;340;1;262;2;52;291;7;52
852;980;82;536;23;176;1028;491;231;647;435;413;6
853;272;52;418;0;485;8;384;7;27;248;0;54
854;59;4;190;0;28;3;16;150;0;45;0;69
855;352;212;262;121;8;8;0;1;0;0;5;0
856;81;34;228;8;55;0;0;2;0;3;0;0
857;240;16;276;5;24;297;0;75;0;143;100;0
858;681;3363;411;1277;41;4;18;2;150;0;2;15
859;162;11;10;14;2;5;0;26;8;2;3;0
860;114;5;24;7;27;148;0;51;0;54;35;0
861;171;106;114;149;2;2;0;0;1;0;5;0
862;184;4;88;0;48;0;0;19;0;0;0;0
863;118;1;239;1;108;8;80;215;5;120;0;94
864;85;139;99;121;0;22;0;0;2;0;36;0
865;404;261;297;65;0;15;0;1;0;3;3;0
866;148;0;191;0;84;0;0;16;0;1;0;0
867;236;126;175;99;0;13;0;1;0;0;8;0
868;185;3;153;36;236;73;8;30;127;246;6;176
869;8;4;49;0;2;0;2;10;0;19;0;0
870;34;0;89;1;19;1;2;112;0;17;0;42
871;309;63;92;4;48;3;0;3;0;1;1;0
872;305;139;514;15;123;0;6;10;0;11;0;3
873;133;117;344;18;84;0;1;6;0;2;1;3
874;199;5;51;0;69;54;0;229;0;38;8;61
875;133;10;34;2;44;27;0;37;3;9;5;11
876;103;4;66;0;52;55;0;81;1;49;9;45
877;493;63;642;10;289;1;0;19;0;4;0;4
878;85;67;121;0;35;0;0;0;0;9;0;0
879;279;4;369;0;124;1;0;16;0;0;0;0
880;28;1;6;8;0;30;0;3;0;0;7;0
881;389;221;219;58;0;19;0;0;0;0;1;0
882;86;5;20;0;2;12;0;8;0;1;5;0
883;643;323;329;278;0;18;0;1;2;0;17;0
884;559;286;258;122;4;15;0;2;0;1;10;0
885;25;9;10;10;0;24;0;0;3;0;32;0
886;234;136;50;515;8;1;0;10;5;0;64;0
887;183;0;77;0;105;9;14;240;0;117;0;39
888;643;198;339;131;14;18;0;6;0;2;4;0
889;244;8;65;0;107;90;2;167;0;64;2;72
890;49;1;110;0;33;8;28;123;0;59;0;60
891;347;93;303;4;105;13;0;8;0;4;4;0
892;130;14;341;0;52;5;58;292;0;103;0;124
893;102;0;179;0;67;6;62;153;6;91;0;77
894;103;7;109;5;48;9;42;107;7;72;0;77
895;35;0;50;0;31;3;5;44;2;16;0;14
896;390;85;151;0;62;5;0;2;0;1;0;0
897;38;0;17;0;0;2;0;20;0;1;0;0
898;373;184;306;143;0;29;0;2;0;0;9;0
899;1291;175;1026;67;302;4;2;58;2;13;2;6
900;113;144;47;241;4;1;0;0;0;0;7;0
901;169;174;79;267;4;2;2;1;5;0;9;0
902;146;6;298;4;33;5;61;222;0;105;0;113
903;450;30;180;24;110;311;22;264;4;193;155;29
904;509;55;548;21;169;0;0;14;0;2;1;1
905;441;49;79;2;40;0;0;7;0;0;1;0
906;126;6;82;8;95;67;13;107;14;65;5;50
907;185;112;405;146;6;12;0;5;12;0;45;2
908;212;459;0;576;0;2;0;0;23;0;1;0
909;245;191;546;77;3;15;0;2;0;0;11;0
910;1478;326;453;138;269;30;0;46;20;2;4;1
911;27;246;92;0;366;0;27;8;56;367;0;167
912;36;0;94;0;13;5;18;127;0;31;0;40
913;133;13;73;8;89;155;4;94;4;117;57;7
914;129;272;197;269;0;9;0;0;0;0;20;0
915;46;16;7;0;0;191;0;4;0;0;16;0
916;64;2;93;0;14;2;29;114;0;46;0;54
917;345;633;357;608;8;16;5;2;6;2;37;1
918;113;144;47;241;4;1;0;0;0;0;7;0
919;208;22;48;4;48;245;0;115;0;152;61;0
920;1;4;0;37;0;0;0;0;9;0;9;0
921;207;2;25;0;31;72;0;154;0;12;7;4
922;1129;470;530;261;45;31;1;5;0;10;1;0
923;107;37;285;3;54;0;1;13;0;20;0;1
924;398;12;497;0;135;0;0;13;0;1;0;1
925;127;14;228;0;56;0;0;3;0;0;0;0
926;88;1;12;5;17;100;0;32;0;41;33;0
927;443;334;143;834;4;9;3;24;72;0;43;0
928;336;287;145;731;6;0;0;0;7;0;15;0
929;157;113;534;170;1;17;0;7;9;0;46;0
930;686;97;236;0;56;13;0;8;0;0;0;0
931;178;19;255;0;64;6;0;38;0;0;0;0
932;176;333;10;231;0;0;2;0;12;0;2;0
933;115;6;139;0;57;86;0;47;0;51;4;9
934;1008;232;218;185;92;4;2;11;10;0;1;0
935;183;136;71;582;7;2;3;4;34;0;37;4
936;776;158;2181;100;182;358;2293;1172;46;392;124;573
937;660;269;352;2;964;16;449;413;1165;435;30;301
938;1192;223;722;168;843;647;124;1191;4;872;946;23
939;588;65;710;95;116;173;15;490;23;128;321;107
940;271;1150;364;770;29;233;2110;3;425;38;388;908
941;1721;205;1569;436;855;308;403;640;66;215;143;417
942;733;2;698;20;508;162;1167;511;12;289;334;317
943;417;288;86;747;18;67;152;46;440;25;177;33
944;1093;29;862;1100;378;34;642;409;9;281;491;130
945;158;570;9;945;168;258;666;35;2106;3;198;487
946;346;1140;306;581;1737;122;1060;32;889;828;28;1219
947;483;170;1005;54;675;79;548;391;71;870;20;260
948;80;501;712;35;368;46;542;167;62;343;54;743
949;150;191;465;1;212;12;736;38;1;305;294;211
950;220;1013;282;121;342;274;652;33;27;251;217;392
951;1137;71;707;0;265;564;335;354;3;357;28;459
952;101;41;252;0;78;0;578;50;0;78;0;324
953;372;91;657;235;100;143;197;94;27;241;405;225
954;1323;103;433;78;360;339;60;664;1742;247;376;263
955;377;591;1581;69;771;17;759;49;258;1092;6;597
956;1990;44;107;346;1994;88;465;796;1131;520;153;1091
957;474;778;597;91;1183;143;1165;82;227;1557;2;366
